"Components of Value Added by Industry"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: December 22, 2021"
"Line","","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"284","            Gross operating surplus",50.8,48.0,54.1,56.6,64.5,65.7,78.1,84.7,96.8,98.0,111.4,115.2,113.8,121.6,122.7,122.8,124.7,129.7,130.2,137.0
"285","            Administrative and support services",193.5,209.1,227.8,255.9,266.6,269.8,288.2,313.6,346.2,367.4,395.3,401.8,373.8,390.2,412.4,432.1,446.5,472.2,492.6,511.7
"286","                Compensation of employees",146.5,164.5,178.2,204.2,208.7,211.9,218.9,235.5,255.9,272.5,289.5,292.4,267.8,278.7,298.5,317.1,329.2,350.8,371.5,382.7
"287","                Taxes on production and imports less subsidies",4.0,4.4,4.8,4.8,4.8,4.9,5.0,5.5,6.0,6.3,6.7,6.8,6.6,6.9,7.3,7.7,8.2,8.7,8.9,9.4
"288","                Gross operating surplus",43.1,40.2,44.8,46.9,53.1,53.0,64.4,72.5,84.3,88.7,99.1,102.7,99.4,104.5,106.6,107.3,109.2,112.7,112.2,119.5
"289","            Waste management and remediation services",21.9,22.7,25.0,26.1,28.5,30.4,32.2,31.9,33.6,31.7,35.5,36.9,38.4,47.8,42.5,42.8,43.3,46.2,47.9,48.1
"290","                Compensation of employees",12.5,13.2,14.0,14.5,15.3,15.9,16.7,17.6,18.9,20.0,20.6,21.7,21.3,27.8,23.4,24.1,24.5,25.9,26.6,27.2
"291","                Taxes on production and imports less subsidies",1.6,1.7,1.8,1.8,1.7,1.8,1.9,2.1,2.2,2.4,2.6,2.7,2.7,2.9,3.0,3.1,3.2,3.3,3.3,3.4
"292","                Gross operating surplus",7.7,7.8,9.3,9.8,11.4,12.7,13.7,12.2,12.5,9.3,12.3,12.5,14.4,17.2,16.1,15.5,15.5,17.0,18.0,17.5
"293","    Educational services, health care, and social assistance",590.6,615.8,654.1,695.4,749.8,807.0,862.7,927.2,970.2,1035.3,1088.0,1185.0,1267.0,1311.3,1356.2,1409.3,1448.4,1492.6,1571.2,1652.6
"294","        Compensation of employees",474.5,500.6,530.3,563.3,604.5,654.8,700.9,752.3,793.4,846.3,895.9,954.0,1002.3,1034.0,1074.8,1125.0,1162.5,1203.1,1265.6,1327.0
"295","        Taxes on production and imports less subsidies",13.2,14.3,15.2,16.2,17.9,19.5,20.6,22.8,25.4,27.0,29.1,30.1,31.9,32.3,28.5,31.6,32.3,32.6,35.3,38.2
"296","        Gross operating surplus",102.8,100.9,108.6,115.9,127.4,132.7,141.1,152.2,151.4,162.0,163.0,200.9,232.8,244.9,253.0,252.7,253.6,256.8,270.4,287.4
"297","        Educational services",77.1,79.9,87.7,95.2,101.7,106.5,116.8,129.0,133.2,142.9,151.5,167.8,188.2,199.0,206.3,214.2,217.6,226.2,233.4,246.2
"298","            Compensation of employees",59.2,64.4,69.5,74.4,79.6,88.7,94.3,101.9,105.9,113.1,120.9,129.4,139.9,145.5,152.8,161.4,165.2,174.9,180.4,190.5
"299","            Taxes on production and imports less subsidies",3.3,3.6,3.9,4.3,3.9,4.3,4.6,5.0,5.4,5.9,6.3,6.8,7.6,7.7,7.9,7.9,8.2,8.1,8.3,8.8
"300","            Gross operating surplus",14.6,12.0,14.3,16.5,18.2,13.5,17.9,22.2,21.9,23.9,24.3,31.5,40.7,45.7,45.7,44.9,44.3,43.2,44.7,46.8
"301","        Health care and social assistance",513.5,535.8,566.4,600.1,648.1,700.5,746.0,798.2,837.0,892.4,936.5,1017.2,1078.8,1112.3,1149.9,1195.1,1230.8,1266.4,1337.8,1406.4
"302","            Compensation of employees",415.3,436.2,460.8,488.8,524.9,566.1,606.6,650.4,687.5,733.2,775.1,824.6,862.4,888.5,922.0,963.6,997.3,1028.3,1085.1,1136.5
"303","            Taxes on production and imports less subsidies",10.0,10.7,11.3,12.0,14.0,15.2,16.1,17.7,20.0,21.2,22.8,23.3,24.4,24.6,20.7,23.7,24.1,24.6,27.0,29.3
"304","            Gross operating surplus",88.2,88.9,94.3,99.4,109.3,119.3,123.3,130.0,129.5,138.1,138.6,169.3,192.0,199.2,207.3,207.8,209.3,213.6,225.7,240.6
"305","            Ambulatory health care services",250.9,258.6,271.3,288.3,310.9,334.1,350.5,375.1,396.9,423.1,442.5,481.1,507.2,532.0,555.8,574.6,594.3,611.8,644.4,682.9
"306","                Compensation of employees",189.5,197.2,206.1,218.9,234.9,251.8,267.4,288.7,306.0,327.5,346.4,366.9,381.5,399.0,416.3,435.7,453.3,469.2,494.9,519.5
"307","                Taxes on production and imports less subsidies",4.6,4.8,5.1,5.4,4.8,5.1,5.2,6.0,6.6,6.8,7.1,7.3,7.6,7.8,7.8,7.9,8.1,8.2,8.5,9.0
"308","                Gross operating surplus",56.8,56.5,60.0,64.0,71.3,77.2,77.8,80.4,84.3,88.9,88.9,106.9,118.1,125.3,131.7,131.0,132.9,134.3,141.0,154.4
"309","            Hospitals",165.2,173.1,182.3,190.1,206.9,225.9,244.8,265.2,274.9,294.7,310.7,339.9,367.4,369.9,382.3,398.5,405.9,416.3,443.7,461.0
"310","                Compensation of employees",140.6,148.2,156.0,163.5,177.1,191.9,208.4,223.8,236.7,253.5,267.8,286.3,302.5,303.9,318.0,329.8,338.0,345.4,366.4,380.9
"311","                Taxes on production and imports less subsidies",3.3,3.6,3.8,4.0,6.1,6.6,7.1,7.8,8.8,9.4,10.2,10.4,11.0,10.7,6.6,9.0,8.9,9.1,10.9,12.4
"312","                Gross operating surplus",21.3,21.3,22.4,22.6,23.7,27.4,29.3,33.5,29.4,31.8,32.7,43.2,53.9,55.3,57.7,59.6,59.0,61.8,66.4,67.8
"313","            Nursing and residential care facilities",57.9,61.1,64.9,69.1,74.5,80.8,85.6,90.2,92.8,97.7,102.5,110.5,116.4,120.7,123.2,126.0,129.1,132.5,137.6,143.0
"314","                Compensation of employees",53.3,56.2,59.8,64.1,68.7,74.4,78.7,82.9,85.4,90.1,94.8,101.0,105.0,109.2,111.2,113.1,116.0,119.0,123.5,128.6
"315","                Taxes on production and imports less subsidies",1.4,1.5,1.6,1.6,2.2,2.4,2.7,2.8,3.4,3.7,4.0,4.2,4.3,4.6,4.7,5.1,5.4,5.4,5.7,6.0
"316","                Gross operating surplus",3.3,3.4,3.5,3.4,3.5,4.0,4.2,4.5,4.0,3.9,3.6,5.4,7.2,6.8,7.3,7.7,7.7,8.0,8.4,8.3
"317","            Social assistance",39.5,43.0,47.9,52.6,55.8,59.7,65.1,67.7,72.4,76.9,80.8,85.7,87.7,89.7,88.7,96.0,101.5,106.0,112.1,119.5
"318","                Compensation of employees",31.9,34.6,38.8,42.4,44.1,48.1,52.0,55.0,59.5,62.1,66.1,70.3,73.4,76.4,76.5,84.9,90.0,94.7,100.4,107.5
"319","                Taxes on production and imports less subsidies",0.7,0.8,0.8,0.9,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.4,1.5,1.6,1.6,1.6,1.7,1.8,1.8,1.9
"320","                Gross operating surplus",6.9,7.7,8.3,9.3,10.8,10.6,12.0,11.6,11.8,13.5,13.3,13.9,12.8,11.8,10.6,9.5,9.8,9.5,9.9,10.1
"321","    Arts, entertainment, recreation, accommodation, and food services",301.8,322.1,354.2,386.5,390.7,413.5,432.1,461.1,481.1,511.4,533.6,542.9,533.0,556.2,581.9,622.7,652.3,691.9,747.0,790.5
"322","        Compensation of employees",177.2,195.6,214.0,230.4,241.1,249.3,262.1,279.3,290.4,306.4,324.8,333.1,321.3,327.7,343.9,368.6,385.5,412.9,441.7,470.2
"323","        Taxes on production and imports less subsidies",38.2,40.9,44.1,47.1,48.4,49.6,52.8,56.8,61.7,66.8,71.7,74.1,72.6,76.5,75.5,79.9,84.6,88.7,96.6,101.9
"324","        Gross operating surplus",86.3,85.5,96.1,109.0,101.2,114.5,117.2,125.0,128.9,138.3,137.1,135.6,139.0,152.0,162.6,174.2,182.2,190.3,208.7,218.4
"325","        Arts, entertainment, and recreation",80.1,82.8,90.4,99.0,96.7,103.8,111.0,117.8,122.2,130.4,137.4,143.2,144.5,152.4,158.7,171.8,177.8,189.3,193.6,207.2
"326","            Compensation of employees",41.7,45.8,49.8,55.3,58.0,61.3,64.0,67.0,68.4,73.1,77.0,80.6,78.6,79.4,81.5,86.1,89.7,96.7,100.9,108.1
"327","            Taxes on production and imports less subsidies",7.0,7.6,8.5,9.1,9.4,9.9,10.5,11.6,12.4,13.4,15.0,15.4,15.2,15.5,16.0,17.4,18.0,18.7,19.5,20.2
"328","            Gross operating surplus",31.5,29.4,32.2,34.6,29.3,32.5,36.5,39.2,41.3,44.0,45.4,47.2,50.8,57.5,61.2,68.2,70.1,74.0,73.2,78.9
"329","            Performing arts, spectator sports, museums, and related activities",37.2,40.6,44.5,49.3,51.8,56.9,62.0,65.1,67.1,73.5,75.6,81.5,84.8,87.9,93.0,101.8,104.5,112.5,112.9,122.2
"330","                Compensation of employees",20.0,21.5,23.7,26.4,27.8,29.6,31.2,32.6,33.1,36.6,38.8,40.8,40.2,40.5,41.8,44.2,46.2,49.7,52.2,56.3
"331","                Taxes on production and imports less subsidies",2.7,3.2,3.6,3.8,4.3,4.6,4.9,5.4,5.7,6.1,6.8,7.0,6.9,7.0,7.1,7.3,7.5,7.7,8.0,8.4
"332","                Gross operating surplus",14.4,15.9,17.2,19.1,19.7,22.8,25.9,27.1,28.3,30.8,30.0,33.8,37.7,40.3,44.1,50.2,50.8,55.1,52.7,57.6
"333","            Amusements, gambling, and recreation industries",43.0,42.2,45.9,49.7,44.9,46.8,49.1,52.8,55.1,57.0,61.8,61.7,59.7,64.6,65.7,70.0,73.2,76.8,80.6,85.0
"334","                Compensation of employees",21.7,24.3,26.0,28.8,30.1,31.7,32.8,34.4,35.3,36.5,38.2,39.9,38.4,38.8,39.7,41.9,43.5,47.0,48.7,51.9
"335","                Taxes on production and imports less subsidies",4.3,4.5,4.9,5.3,5.1,5.4,5.7,6.2,6.7,7.3,8.2,8.5,8.2,8.5,8.9,10.1,10.5,10.9,11.5,11.8
"336","                Gross operating surplus",17.0,13.5,15.0,15.5,9.7,9.8,10.6,12.1,13.1,13.2,15.4,13.4,13.1,17.2,17.1,18.0,19.3,18.9,20.5,21.3
"337","        Accommodation and food services",221.6,239.2,263.7,287.5,294.0,309.7,321.1,343.3,358.9,381.0,396.2,399.6,388.5,403.8,423.2,451.0,474.5,502.6,553.5,583.2
"338","            Compensation of employees",135.5,149.8,164.2,175.1,183.1,188.0,198.1,212.3,222.0,233.3,247.8,252.5,242.8,248.3,262.4,282.5,295.8,316.2,340.9,362.0
"339","            Taxes on production and imports less subsidies",31.3,33.3,35.6,38.0,39.0,39.7,42.2,45.1,49.3,53.4,56.7,58.7,57.5,60.9,59.5,62.4,66.7,70.1,77.1,81.6
"340","            Gross operating surplus",54.9,56.2,63.9,74.4,71.9,82.0,80.7,85.8,87.6,94.3,91.7,88.4,88.2,94.6,101.4,106.0,112.1,116.3,135.5,139.6
"341","            Accommodation",70.7,75.7,84.2,93.3,90.1,92.7,94.1,102.4,108.9,115.9,124.5,123.5,107.3,112.1,122.0,128.9,136.9,143.1,157.6,160.2
"342","                Compensation of employees",37.6,41.8,46.4,49.9,50.6,49.8,50.9,54.9,57.1,59.3,63.2,65.5,59.8,60.8,64.3,67.3,69.6,73.9,77.7,79.7
"343","                Taxes on production and imports less subsidies",10.9,11.7,12.6,13.4,12.9,13.0,13.9,14.7,16.4,17.9,19.5,20.0,19.3,20.4,21.4,22.7,24.1,25.2,26.5,28.2
"344","                Gross operating surplus",22.2,22.2,25.2,29.9,26.5,29.8,29.2,32.8,35.3,38.8,41.8,37.9,28.2,30.9,36.4,38.8,43.1,44.0,53.4,52.3
"345","            Food services and drinking places",150.9,163.6,179.6,194.2,203.9,217.0,226.9,240.9,250.0,265.1,271.7,276.2,281.1,291.7,301.2,322.1,337.6,359.5,395.9,423.0
"346","                Compensation of employees",97.9,108.0,117.8,125.2,132.5,138.2,147.1,157.4,164.9,174.0,184.6,187.0,183.0,187.5,198.1,215.2,226.1,242.3,263.2,282.3
"347","                Taxes on production and imports less subsidies",20.4,21.6,23.0,24.6,26.1,26.7,28.3,30.4,32.9,35.5,37.2,38.7,38.1,40.5,38.1,39.7,42.5,44.8,50.7,53.4
"348","                Gross operating surplus",32.6,34.0,38.7,44.4,45.3,52.2,51.5,53.0,52.2,55.6,49.9,50.4,60.0,63.7,65.0,67.1,69.0,72.4,82.1,87.3
"349","    Other services, except government",230.3,248.7,260.9,279.7,265.5,284.9,283.8,297.2,310.6,325.0,330.5,330.3,326.4,328.2,333.5,348.6,356.7,376.8,391.6,400.5
"350","        Compensation of employees",141.2,153.0,159.5,171.8,177.3,189.1,196.4,206.0,209.4,218.9,231.1,240.1,235.1,231.7,239.3,250.9,257.9,272.8,286.4,295.3
"351","        Taxes on production and imports less subsidies",10.5,11.2,11.9,12.6,12.4,12.8,13.2,14.3,15.6,16.6,17.3,17.6,17.5,17.8,18.3,18.9,19.9,20.5,21.3,22.3
"352","        Gross operating surplus",78.7,84.5,89.5,95.3,75.8,83.0,74.2,76.8,85.6,89.5,82.2,72.7,73.7,78.7,75.9,78.7,78.9,83.5,83.9,82.9
"353","Government",1145.6,1191.3,1252.3,1323.0,1392.9,1474.4,1552.3,1631.3,1710.3,1792.0,1887.1,1981.6,2045.1,2108.0,2137.1,2159.5,2212.5,2271.4,2339.4,2384.2
"354","    Compensation of employees",889.7,928.8,980.8,1043.4,1112.1,1185.4,1255.7,1323.0,1383.4,1444.2,1519.6,1593.2,1640.9,1691.7,1702.0,1703.8,1748.4,1791.0,1846.3,1887.4
"355","    Taxes on production and imports less subsidies",-13.8,-11.9,-12.0,-11.5,-12.6,-14.7,-15.6,-16.5,-17.0,-17.5,-18.7,-20.4,-22.5,-20.8,-22.7,-22.5,-24.6,-25.2,-24.5,-25.9
"356","    Gross operating surplus",269.7,274.4,283.6,291.2,293.5,303.7,312.3,324.8,343.9,365.3,386.2,408.8,426.7,437.1,457.8,478.2,488.7,505.6,517.7,522.7
"357","    Federal",390.7,396.4,406.0,423.5,430.4,462.5,498.9,525.5,551.3,575.5,601.9,632.2,663.3,697.4,712.3,713.9,703.8,715.8,731.3,743.0
"358","        Compensation of employees",230.8,234.4,241.6,256.3,264.9,290.7,321.9,342.3,362.1,374.8,390.0,409.6,433.6,459.4,468.2,465.2,455.1,460.0,469.0,479.7
"359","        Taxes on production and imports less subsidies",-0.9,-0.9,-1.0,-1.2,-1.7,-1.8,-1.9,-2.1,-2.3,-2.4,-3.0,-4.4,-4.8,-3.3,-4.6,-5.1,-7.2,-7.3,-6.0,-6.0
"360","        Gross operating surplus",160.9,163.0,165.4,168.4,167.2,173.6,178.9,185.3,191.5,203.2,214.9,227.0,234.6,241.3,248.6,253.9,255.8,263.1,268.3,269.3
"361","        General government",333.5,336.8,345.0,360.3,370.3,397.8,434.7,459.4,488.4,509.9,535.7,569.1,603.0,640.0,659.8,663.7,658.4,666.8,673.7,683.9
"362","            Compensation of employees",183.5,185.8,191.7,202.4,211.2,236.3,267.7,284.3,303.5,314.5,329.1,349.6,375.8,402.8,411.6,409.1,399.8,404.2,409.9,421.1
"363","            Taxes on production and imports less subsidies","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"364","            Gross operating surplus",150.1,150.9,153.3,157.9,159.1,161.5,167.0,175.1,184.9,195.4,206.7,219.5,227.2,237.2,248.1,254.6,258.6,262.7,263.7,262.8
"365","            National defense",211.8,210.4,212.0,217.6,223.0,239.7,264.3,281.0,301.2,315.1,331.1,352.6,372.7,393.5,407.1,407.6,400.1,400.0,398.4,399.1
"366","                Compensation of employees",111.4,110.8,112.7,116.9,123.2,139.3,160.8,172.2,186.0,193.0,201.5,214.3,229.2,244.0,250.8,248.0,239.6,239.1,238.7,242.2
"367","                Taxes on production and imports less subsidies","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"368","                Gross operating surplus",100.4,99.7,99.4,100.7,99.8,100.4,103.5,108.8,115.2,122.1,129.6,138.3,143.5,149.5,156.3,159.6,160.5,160.9,159.7,157.0
"369","            Nondefense",121.7,126.4,133.0,142.7,147.3,158.1,170.4,178.4,187.2,194.8,204.6,216.4,230.3,246.5,252.6,256.1,258.3,266.8,275.3,284.8
"370","                Compensation of employees",72.0,75.1,79.0,85.5,88.0,97.0,106.9,112.1,117.5,121.5,127.6,135.2,146.6,158.8,160.8,161.1,160.2,165.0,171.3,179.0
"371","                Taxes on production and imports less subsidies","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"372","                Gross operating surplus",49.7,51.3,53.9,57.2,59.3,61.1,63.5,66.3,69.7,73.3,77.1,81.2,83.7,87.7,91.8,95.0,98.1,101.8,104.0,105.8
"373","        Government enterprises",57.2,59.6,61.0,63.2,60.2,64.6,64.2,66.1,62.9,65.7,66.1,63.2,60.3,57.5,52.5,50.2,45.4,49.0,57.6,59.1
"374","            Compensation of employees",47.3,48.6,49.9,53.9,53.7,54.3,54.2,58.0,58.7,60.3,60.9,60.1,57.8,56.6,56.6,56.1,55.3,55.8,59.1,58.6
"375","            Taxes on production and imports less subsidies",-0.9,-0.9,-1.0,-1.2,-1.7,-1.8,-1.9,-2.1,-2.3,-2.4,-3.0,-4.4,-4.8,-3.3,-4.6,-5.1,-7.2,-7.3,-6.0,-6.0
"376","            Gross operating surplus",10.8,12.0,12.1,10.6,8.2,12.1,11.9,10.2,6.6,7.8,8.3,7.5,7.4,4.1,0.5,-0.8,-2.8,0.5,4.5,6.5
"377","    State and local",754.8,794.9,846.4,899.5,962.5,1011.9,1053.5,1105.8,1159.0,1216.4,1285.2,1349.4,1381.7,1410.5,1424.8,1445.6,1508.7,1555.5,1608.2,1641.2
"378","        Compensation of employees",659.0,694.4,739.2,787.1,847.2,894.7,933.8,980.7,1021.2,1069.4,1129.6,1183.6,1207.3,1232.3,1233.8,1238.7,1293.2,1331.0,1377.3,1407.7
"379","        Taxes on production and imports less subsidies",-12.9,-11.0,-11.1,-10.3,-10.9,-12.9,-13.7,-14.4,-14.7,-15.1,-15.6,-16.0,-17.7,-17.5,-18.1,-17.4,-17.4,-17.9,-18.5,-19.9
"380","        Gross operating surplus",108.8,111.5,118.2,122.7,126.2,130.1,133.4,139.5,152.4,162.2,171.2,181.8,192.1,195.7,209.1,224.3,232.9,242.5,249.4,253.4
"381","        General government",689.3,726.2,773.1,824.0,882.3,930.6,970.1,1019.3,1067.0,1122.1,1191.2,1252.1,1280.5,1306.1,1313.1,1325.5,1380.9,1421.1,1467.3,1498.6
"382","            Compensation of employees",613.5,646.3,688.1,732.5,785.4,829.1,864.9,907.6,944.9,989.8,1045.8,1095.9,1117.9,1141.1,1141.9,1147.1,1197.8,1232.5,1275.3,1303.3
"383","            Taxes on production and imports less subsidies","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"384","            Gross operating surplus",75.8,79.9,85.1,91.5,96.9,101.4,105.2,111.8,122.1,132.2,145.4,156.2,162.6,165.0,171.2,178.4,183.2,188.7,192.0,195.3
"385","        Government enterprises",65.5,68.7,73.2,75.5,80.2,81.3,83.3,86.5,92.0,94.4,94.0,97.3,101.2,104.4,111.7,120.1,127.8,134.4,140.8,142.6
"386","            Compensation of employees",45.4,48.1,51.1,54.6,61.8,65.6,68.9,73.2,76.3,79.5,83.9,87.7,89.4,91.1,91.9,91.5,95.5,98.5,102.0,104.4
"387","            Taxes on production and imports less subsidies",-12.9,-11.0,-11.1,-10.3,-10.9,-12.9,-13.7,-14.4,-14.7,-15.1,-15.6,-16.0,-17.7,-17.5,-18.1,-17.4,-17.4,-17.9,-18.5,-19.9
"388","            Gross operating surplus",32.9,31.6,33.1,31.2,29.3,28.7,28.1,27.7,30.3,30.0,25.8,25.6,29.5,30.7,37.9,46.0,49.7,53.8,57.4,58.1
"389","Addenda:","","","","","","","","","","","","","","","","","","","",""
"390","        Private goods-producing industries 1",1926.1,1991.8,2084.5,2219.9,2183.7,2170.2,2302.8,2502.7,2698.9,2890.1,3021.1,2989.8,2670.7,2776.8,2936.1,3028.8,3188.0,3307.1,3268.2,3234.5
"391","            Compensation of employees",1079.3,1151.2,1212.7,1291.9,1277.3,1241.0,1251.5,1308.1,1364.8,1440.3,1488.2,1480.8,1310.5,1301.5,1351.1,1421.4,1462.2,1547.5,1607.4,1627.2
"392","            Taxes on production and imports less subsidies",57.3,53.9,48.0,52.5,55.1,67.2,68.9,78.6,78.8,92.9,103.1,113.3,109.8,114.3,123.9,127.2,134.6,142.4,136.0,131.0
"393","            Gross operating surplus",789.6,786.8,823.8,875.5,851.3,861.9,982.4,1115.9,1255.3,1356.9,1429.9,1395.7,1250.4,1361.1,1461.2,1480.2,1591.2,1617.2,1524.7,1476.3
"394","        Private services-producing industries 2",5505.9,5879.7,6294.3,6708.0,7005.3,7284.6,7601.3,8083.2,8630.0,9133.5,9566.0,9798.4,9762.3,10164.2,10526.5,11065.7,11442.7,11972.2,12598.4,13076.4
"395","            Compensation of employees",2744.2,2995.8,3216.4,3519.4,3657.0,3717.0,3855.1,4098.2,4329.5,4606.8,4881.6,4994.7,4815.8,4939.8,5180.9,5450.1,5633.1,5921.2,6255.8,6462.5
"396","            Taxes on production and imports less subsidies",534.4,561.2,592.4,621.7,626.5,666.1,703.3,759.6,819.7,870.1,897.8,904.2,881.2,913.8,942.6,973.4,1018.9,1065.5,1106.5,1144.8
"397","            Gross operating surplus",2227.3,2322.7,2485.6,2566.9,2721.8,2901.5,3043.0,3225.4,3480.7,3656.6,3786.6,3899.5,4065.3,4310.6,4403.1,4642.2,4790.7,4985.5,5236.1,5469.1
"398","        Information-communications-technology-producing industries 3",505.0,544.1,579.6,632.8,610.2,620.9,653.1,706.2,755.4,795.1,853.1,905.0,888.3,939.1,977.7,989.3,1065.2,1097.6,1183.6,1255.6
"399","            Compensation of employees",255.5,293.5,344.3,406.0,389.2,345.4,340.4,354.5,370.8,396.0,420.3,422.2,410.6,423.0,453.6,483.8,501.4,536.2,571.7,597.1
"400","            Taxes on production and imports less subsidies",32.1,34.3,37.7,40.9,43.4,43.7,44.1,45.7,47.7,47.9,47.6,44.8,43.9,44.5,45.6,46.1,47.9,50.6,57.2,58.1
"401","            Gross operating surplus",217.3,216.2,197.6,185.9,177.5,231.8,268.6,305.9,336.9,351.3,385.3,438.0,433.8,471.6,478.4,459.3,515.9,510.8,554.8,600.4
"Legend / Footnotes:"
"1. Consists of agriculture, forestry, fishing, and hunting; mining; construction; and manufacturing."
"2. Consists of utilities; wholesale trade; retail trade; transportation and warehousing; information; finance, insurance, real estate, rental, and leasing; professional and business services; educational services, health care, and social assistance; arts, entertainment, recreation, accommodation, and food services; and other services, except government."
"3. Consists of computer and electronic product manufacturing (excluding navigational, measuring, electromedical, and control instruments manufacturing); software publishers; broadcasting and telecommunications; data processing, hosting and related services; internet publishing and broadcasting and web search portals; and computer systems design and related services."
